date,location,new_cases,new_deaths
1/27/2020,India,0,0
1/28/2020,India,0,0
1/29/2020,India,0,0
1/30/2020,India,1,0
1/31/2020,India,0,0
2/1/2020,India,0,0
2/2/2020,India,1,0
2/3/2020,India,0,0
2/4/2020,India,1,0
2/5/2020,India,0,0
2/6/2020,India,0,0
2/7/2020,India,0,0
2/8/2020,India,0,0
2/9/2020,India,0,0
2/10/2020,India,0,0
2/11/2020,India,0,0
2/12/2020,India,0,0
2/13/2020,India,0,0
2/14/2020,India,0,0
2/15/2020,India,0,0
2/16/2020,India,0,0
2/17/2020,India,0,0
2/18/2020,India,0,0
2/19/2020,India,0,0
2/20/2020,India,0,0
2/21/2020,India,0,0
2/22/2020,India,0,0
2/23/2020,India,0,0
2/24/2020,India,0,0
2/25/2020,India,0,0
2/26/2020,India,0,0
2/27/2020,India,0,0
2/28/2020,India,0,0
2/29/2020,India,0,0
3/1/2020,India,0,0
3/2/2020,India,0,0
3/3/2020,India,2,0
3/4/2020,India,1,0
3/5/2020,India,22,0
3/6/2020,India,1,0
3/7/2020,India,2,0
3/8/2020,India,3,0
3/10/2020,India,10,0
3/11/2020,India,6,0
3/12/2020,India,23,0
3/13/2020,India,2,1
3/14/2020,India,8,1
3/15/2020,India,7,0
3/16/2020,India,3,0
3/17/2020,India,32,1
3/18/2020,India,12,0
3/19/2020,India,28,0
3/20/2020,India,26,1
3/21/2020,India,40,0
3/22/2020,India,89,0
3/23/2020,India,119,3
3/24/2020,India,53,2
3/25/2020,India,70,0
3/26/2020,India,87,4
3/27/2020,India,75,4
3/28/2020,India,149,2
3/29/2020,India,106,6
3/30/2020,India,92,4
3/31/2020,India,180,3
4/1/2020,India,146,3
4/2/2020,India,568,15
4/3/2020,India,336,6
4/4/2020,India,601,12
4/5/2020,India,472,9
4/6/2020,India,693,32
4/7/2020,India,354,5
4/8/2020,India,773,35
4/9/2020,India,540,17
4/10/2020,India,678,33
4/11/2020,India,1035,40
4/12/2020,India,909,34
4/13/2020,India,796,35
4/14/2020,India,1211,31
4/15/2020,India,1075,38
4/16/2020,India,942,37
4/17/2020,India,1007,23
4/18/2020,India,991,43
4/19/2020,India,1334,27
4/20/2020,India,1553,36
12/31/2019,Indonesia,0,0
1/1/2020,Indonesia,0,0
1/2/2020,Indonesia,0,0
1/3/2020,Indonesia,0,0
1/4/2020,Indonesia,0,0
1/5/2020,Indonesia,0,0
1/6/2020,Indonesia,0,0
1/7/2020,Indonesia,0,0
1/8/2020,Indonesia,0,0
1/9/2020,Indonesia,0,0
1/10/2020,Indonesia,0,0
1/11/2020,Indonesia,0,0
1/12/2020,Indonesia,0,0
1/13/2020,Indonesia,0,0
1/14/2020,Indonesia,0,0
1/15/2020,Indonesia,0,0
1/16/2020,Indonesia,0,0
1/17/2020,Indonesia,0,0
1/18/2020,Indonesia,0,0
1/19/2020,Indonesia,0,0
1/20/2020,Indonesia,0,0
1/21/2020,Indonesia,0,0
1/22/2020,Indonesia,0,0
1/23/2020,Indonesia,0,0
1/24/2020,Indonesia,0,0
1/25/2020,Indonesia,0,0
1/26/2020,Indonesia,0,0
1/27/2020,Indonesia,0,0
1/28/2020,Indonesia,0,0
1/29/2020,Indonesia,0,0
1/30/2020,Indonesia,0,0
1/31/2020,Indonesia,0,0
2/1/2020,Indonesia,0,0
2/2/2020,Indonesia,0,0
2/3/2020,Indonesia,0,0
2/4/2020,Indonesia,0,0
2/5/2020,Indonesia,0,0
2/6/2020,Indonesia,0,0
2/7/2020,Indonesia,0,0
2/8/2020,Indonesia,0,0
2/9/2020,Indonesia,0,0
2/10/2020,Indonesia,0,0
2/11/2020,Indonesia,0,0
2/12/2020,Indonesia,0,0
2/13/2020,Indonesia,0,0
2/14/2020,Indonesia,0,0
2/15/2020,Indonesia,0,0
2/16/2020,Indonesia,0,0
2/17/2020,Indonesia,0,0
2/18/2020,Indonesia,0,0
2/19/2020,Indonesia,0,0
2/20/2020,Indonesia,0,0
2/21/2020,Indonesia,0,0
2/22/2020,Indonesia,0,0
2/23/2020,Indonesia,0,0
2/24/2020,Indonesia,0,0
2/25/2020,Indonesia,0,0
2/26/2020,Indonesia,0,0
2/27/2020,Indonesia,0,0
2/28/2020,Indonesia,0,0
2/29/2020,Indonesia,0,0
3/1/2020,Indonesia,0,0
3/2/2020,Indonesia,2,0
3/7/2020,Indonesia,2,0
3/9/2020,Indonesia,2,0
3/11/2020,Indonesia,13,0
3/12/2020,Indonesia,15,1
3/14/2020,Indonesia,35,3
3/15/2020,Indonesia,27,0
3/16/2020,Indonesia,21,1
3/17/2020,Indonesia,17,0
3/18/2020,Indonesia,38,0
3/19/2020,Indonesia,0,0
3/20/2020,Indonesia,55,14
3/21/2020,Indonesia,82,6
3/22/2020,Indonesia,141,13
3/23/2020,Indonesia,64,10
3/24/2020,Indonesia,65,1
3/25/2020,Indonesia,107,6
3/26/2020,Indonesia,104,3
3/27/2020,Indonesia,103,20
3/28/2020,Indonesia,153,9
3/29/2020,Indonesia,109,15
3/30/2020,Indonesia,130,12
3/31/2020,Indonesia,129,8
4/1/2020,Indonesia,114,14
4/2/2020,Indonesia,149,21
4/3/2020,Indonesia,113,13
4/4/2020,Indonesia,196,11
4/5/2020,Indonesia,106,10
4/6/2020,Indonesia,181,7
4/7/2020,Indonesia,218,11
4/8/2020,Indonesia,247,12
4/9/2020,Indonesia,218,19
4/10/2020,Indonesia,337,40
4/11/2020,Indonesia,219,26
4/12/2020,Indonesia,330,21
4/13/2020,Indonesia,399,46
4/14/2020,Indonesia,316,26
4/15/2020,Indonesia,282,60
4/16/2020,Indonesia,297,10
4/17/2020,Indonesia,380,27
4/18/2020,Indonesia,407,24
4/19/2020,Indonesia,325,15
4/20/2020,Indonesia,327,47
12/31/2019,Italy,0,0
1/1/2020,Italy,0,0
1/2/2020,Italy,0,0
1/3/2020,Italy,0,0
1/4/2020,Italy,0,0
1/5/2020,Italy,0,0
1/6/2020,Italy,0,0
1/7/2020,Italy,0,0
1/8/2020,Italy,0,0
1/9/2020,Italy,0,0
1/10/2020,Italy,0,0
1/11/2020,Italy,0,0
1/12/2020,Italy,0,0
1/13/2020,Italy,0,0
1/14/2020,Italy,0,0
1/15/2020,Italy,0,0
1/16/2020,Italy,0,0
1/17/2020,Italy,0,0
1/18/2020,Italy,0,0
1/19/2020,Italy,0,0
1/20/2020,Italy,0,0
1/21/2020,Italy,0,0
1/22/2020,Italy,0,0
1/23/2020,Italy,0,0
1/24/2020,Italy,0,0
1/25/2020,Italy,0,0
1/26/2020,Italy,0,0
1/27/2020,Italy,0,0
1/28/2020,Italy,0,0
1/29/2020,Italy,0,0
1/30/2020,Italy,0,0
1/31/2020,Italy,3,0
2/1/2020,Italy,0,0
2/2/2020,Italy,0,0
2/3/2020,Italy,0,0
2/4/2020,Italy,0,0
2/5/2020,Italy,0,0
2/6/2020,Italy,0,0
2/7/2020,Italy,0,0
2/8/2020,Italy,0,0
2/9/2020,Italy,0,0
2/10/2020,Italy,0,0
2/11/2020,Italy,0,0
2/12/2020,Italy,0,0
2/13/2020,Italy,0,0
2/14/2020,Italy,0,0
2/15/2020,Italy,0,0
2/16/2020,Italy,0,0
2/17/2020,Italy,0,0
2/18/2020,Italy,0,0
2/19/2020,Italy,0,0
2/20/2020,Italy,0,0
2/21/2020,Italy,0,0
2/22/2020,Italy,14,0
2/23/2020,Italy,62,2
2/24/2020,Italy,53,0
2/25/2020,Italy,97,4
2/26/2020,Italy,93,5
2/27/2020,Italy,78,1
2/28/2020,Italy,250,5
2/29/2020,Italy,238,4
3/1/2020,Italy,240,8
3/2/2020,Italy,561,6
3/3/2020,Italy,347,17
3/4/2020,Italy,466,28
3/5/2020,Italy,587,27
3/6/2020,Italy,769,41
3/7/2020,Italy,778,49
3/8/2020,Italy,1247,36
3/9/2020,Italy,1492,133
3/10/2020,Italy,1797,98
3/11/2020,Italy,977,167
3/12/2020,Italy,2313,196
3/13/2020,Italy,2651,189
3/14/2020,Italy,2547,252
3/15/2020,Italy,3497,173
3/16/2020,Italy,2823,370
3/17/2020,Italy,4000,347
3/18/2020,Italy,3526,347
3/19/2020,Italy,4207,473
3/20/2020,Italy,5322,429
3/21/2020,Italy,5986,625
3/22/2020,Italy,6557,795
3/23/2020,Italy,5560,649
3/24/2020,Italy,4789,601
3/25/2020,Italy,5249,743
3/26/2020,Italy,5210,685
3/27/2020,Italy,6153,660
3/28/2020,Italy,5959,971
3/29/2020,Italy,5974,887
3/30/2020,Italy,5217,758
3/31/2020,Italy,4050,810
4/1/2020,Italy,4053,839
4/2/2020,Italy,4782,727
4/3/2020,Italy,4668,760
4/4/2020,Italy,4585,764
4/5/2020,Italy,4805,681
4/6/2020,Italy,4316,527
4/7/2020,Italy,3599,636
4/8/2020,Italy,3039,604
4/9/2020,Italy,3836,540
4/10/2020,Italy,4204,612
4/11/2020,Italy,3951,570
4/12/2020,Italy,4694,619
4/13/2020,Italy,4092,431
4/14/2020,Italy,3153,564
4/15/2020,Italy,2972,604
4/16/2020,Italy,2667,578
4/17/2020,Italy,3786,525
4/18/2020,Italy,3493,575
4/19/2020,Italy,3491,480
4/20/2020,Italy,3047,433
12/31/2019,Japan,0,0
1/1/2020,Japan,0,0
1/2/2020,Japan,0,0
1/3/2020,Japan,0,0
1/4/2020,Japan,0,0
1/5/2020,Japan,0,0
1/6/2020,Japan,0,0
1/7/2020,Japan,0,0
1/8/2020,Japan,0,0
1/9/2020,Japan,0,0
1/10/2020,Japan,0,0
1/11/2020,Japan,0,0
1/12/2020,Japan,0,0
1/13/2020,Japan,0,0
1/14/2020,Japan,0,0
1/15/2020,Japan,1,0
1/16/2020,Japan,0,0
1/17/2020,Japan,0,0
1/18/2020,Japan,0,0
1/19/2020,Japan,0,0
1/20/2020,Japan,0,0
1/21/2020,Japan,0,0
1/22/2020,Japan,0,0
1/23/2020,Japan,0,0
1/24/2020,Japan,1,0
1/25/2020,Japan,0,0
1/26/2020,Japan,1,0
1/27/2020,Japan,0,0
1/28/2020,Japan,1,0
1/29/2020,Japan,3,0
1/30/2020,Japan,4,0
1/31/2020,Japan,3,0
2/1/2020,Japan,1,0
2/2/2020,Japan,4,0
2/3/2020,Japan,1,0
2/4/2020,Japan,0,0
2/5/2020,Japan,5,0
2/6/2020,Japan,0,0
2/7/2020,Japan,0,0
2/8/2020,Japan,0,0
2/9/2020,Japan,0,0
2/10/2020,Japan,0,0
2/11/2020,Japan,0,0
2/12/2020,Japan,0,0
2/13/2020,Japan,4,1
2/14/2020,Japan,1,0
2/15/2020,Japan,8,0
2/16/2020,Japan,14,0
2/17/2020,Japan,7,0
2/18/2020,Japan,0,0
2/19/2020,Japan,7,0
2/20/2020,Japan,18,0
2/21/2020,Japan,9,0
2/22/2020,Japan,12,0
2/23/2020,Japan,27,0
2/24/2020,Japan,12,0
2/25/2020,Japan,0,0
2/26/2020,Japan,20,0
2/27/2020,Japan,22,2
2/28/2020,Japan,24,0
2/29/2020,Japan,20,0
3/1/2020,Japan,9,2
3/2/2020,Japan,15,1
3/3/2020,Japan,0,0
3/4/2020,Japan,14,0
3/5/2020,Japan,49,0
3/6/2020,Japan,32,0
3/7/2020,Japan,59,0
3/8/2020,Japan,47,0
3/9/2020,Japan,33,1
3/10/2020,Japan,26,2
3/11/2020,Japan,54,3
3/12/2020,Japan,51,3
3/13/2020,Japan,56,4
3/14/2020,Japan,62,2
3/15/2020,Japan,43,1
3/16/2020,Japan,34,2
3/17/2020,Japan,10,4
3/18/2020,Japan,5,0
3/19/2020,Japan,44,1
3/20/2020,Japan,77,4
3/21/2020,Japan,57,2
3/22/2020,Japan,39,1
3/23/2020,Japan,43,5
3/24/2020,Japan,39,1
3/25/2020,Japan,65,1
3/26/2020,Japan,75,2
3/27/2020,Japan,96,1
3/28/2020,Japan,135,3
3/29/2020,Japan,194,3
3/30/2020,Japan,173,2
3/31/2020,Japan,87,2
4/1/2020,Japan,0,0
4/2/2020,Japan,225,1
4/3/2020,Japan,439,6
4/4/2020,Japan,318,6
4/5/2020,Japan,336,1
4/6/2020,Japan,383,3
4/7/2020,Japan,163,7
4/8/2020,Japan,89,0
4/9/2020,Japan,351,1
4/10/2020,Japan,410,4
4/11/2020,Japan,680,3
4/12/2020,Japan,1401,10
4/13/2020,Japan,507,4
4/14/2020,Japan,390,7
4/15/2020,Japan,455,10
4/16/2020,Japan,482,17
4/17/2020,Japan,585,12
4/18/2020,Japan,628,6
4/19/2020,Japan,566,7
4/20/2020,Japan,390,10
12/31/2019,Malaysia,0,0
1/1/2020,Malaysia,0,0
1/2/2020,Malaysia,0,0
1/3/2020,Malaysia,0,0
1/4/2020,Malaysia,0,0
1/5/2020,Malaysia,0,0
1/6/2020,Malaysia,0,0
1/7/2020,Malaysia,0,0
1/8/2020,Malaysia,0,0
1/9/2020,Malaysia,0,0
1/10/2020,Malaysia,0,0
1/11/2020,Malaysia,0,0
1/12/2020,Malaysia,0,0
1/13/2020,Malaysia,0,0
1/14/2020,Malaysia,0,0
1/15/2020,Malaysia,0,0
1/16/2020,Malaysia,0,0
1/17/2020,Malaysia,0,0
1/18/2020,Malaysia,0,0
1/19/2020,Malaysia,0,0
1/20/2020,Malaysia,0,0
1/21/2020,Malaysia,0,0
1/22/2020,Malaysia,0,0
1/23/2020,Malaysia,0,0
1/24/2020,Malaysia,0,0
1/25/2020,Malaysia,3,0
1/26/2020,Malaysia,1,0
1/27/2020,Malaysia,0,0
1/28/2020,Malaysia,0,0
1/29/2020,Malaysia,3,0
1/30/2020,Malaysia,0,0
1/31/2020,Malaysia,1,0
2/1/2020,Malaysia,0,0
2/2/2020,Malaysia,0,0
2/3/2020,Malaysia,0,0
2/4/2020,Malaysia,0,0
2/5/2020,Malaysia,2,0
2/6/2020,Malaysia,2,0
2/7/2020,Malaysia,2,0
2/8/2020,Malaysia,1,0
2/9/2020,Malaysia,1,0
2/10/2020,Malaysia,2,0
2/11/2020,Malaysia,0,0
2/12/2020,Malaysia,0,0
2/13/2020,Malaysia,0,0
2/14/2020,Malaysia,1,0
2/15/2020,Malaysia,2,0
2/16/2020,Malaysia,1,0
2/17/2020,Malaysia,0,0
2/18/2020,Malaysia,0,0
2/19/2020,Malaysia,0,0
2/20/2020,Malaysia,0,0
2/21/2020,Malaysia,0,0
2/22/2020,Malaysia,0,0
2/23/2020,Malaysia,0,0
2/24/2020,Malaysia,0,0
2/25/2020,Malaysia,0,0
2/26/2020,Malaysia,0,0
2/27/2020,Malaysia,0,0
2/28/2020,Malaysia,1,0
2/29/2020,Malaysia,2,0
3/1/2020,Malaysia,0,0
3/2/2020,Malaysia,4,0
3/4/2020,Malaysia,7,0
3/5/2020,Malaysia,14,0
3/6/2020,Malaysia,0,0
3/7/2020,Malaysia,33,0
3/8/2020,Malaysia,10,0
3/9/2020,Malaysia,6,0
3/10/2020,Malaysia,18,0
3/11/2020,Malaysia,12,0
3/12/2020,Malaysia,20,0
3/13/2020,Malaysia,9,0
3/14/2020,Malaysia,39,0
3/15/2020,Malaysia,41,0
3/16/2020,Malaysia,190,0
3/17/2020,Malaysia,125,0
3/18/2020,Malaysia,120,2
3/19/2020,Malaysia,117,0
3/20/2020,Malaysia,110,0
3/21/2020,Malaysia,130,0
3/22/2020,Malaysia,153,2
3/23/2020,Malaysia,123,6
3/24/2020,Malaysia,212,4
3/25/2020,Malaysia,106,1
3/26/2020,Malaysia,172,4
3/27/2020,Malaysia,235,4
3/28/2020,Malaysia,130,3
3/29/2020,Malaysia,159,1
3/30/2020,Malaysia,150,7
3/31/2020,Malaysia,156,3
4/1/2020,Malaysia,140,6
4/2/2020,Malaysia,142,2
4/3/2020,Malaysia,208,5
4/4/2020,Malaysia,217,3
4/5/2020,Malaysia,150,4
4/6/2020,Malaysia,179,4
4/7/2020,Malaysia,131,1
4/8/2020,Malaysia,170,1
4/9/2020,Malaysia,156,2
4/10/2020,Malaysia,109,2
4/11/2020,Malaysia,118,3
4/12/2020,Malaysia,184,3
4/13/2020,Malaysia,153,3
4/14/2020,Malaysia,134,1
4/15/2020,Malaysia,170,5
4/16/2020,Malaysia,85,1
4/17/2020,Malaysia,110,1
4/18/2020,Malaysia,69,2
4/19/2020,Malaysia,54,2
4/20/2020,Malaysia,84,1
12/31/2019,Netherlands,0,0
1/1/2020,Netherlands,0,0
1/2/2020,Netherlands,0,0
1/3/2020,Netherlands,0,0
1/4/2020,Netherlands,0,0
1/5/2020,Netherlands,0,0
1/6/2020,Netherlands,0,0
1/7/2020,Netherlands,0,0
1/8/2020,Netherlands,0,0
1/9/2020,Netherlands,0,0
1/10/2020,Netherlands,0,0
1/11/2020,Netherlands,0,0
1/12/2020,Netherlands,0,0
1/13/2020,Netherlands,0,0
1/14/2020,Netherlands,0,0
1/15/2020,Netherlands,0,0
1/16/2020,Netherlands,0,0
1/17/2020,Netherlands,0,0
1/18/2020,Netherlands,0,0
1/19/2020,Netherlands,0,0
1/20/2020,Netherlands,0,0
1/21/2020,Netherlands,0,0
1/22/2020,Netherlands,0,0
1/23/2020,Netherlands,0,0
1/24/2020,Netherlands,0,0
1/25/2020,Netherlands,0,0
1/26/2020,Netherlands,0,0
1/27/2020,Netherlands,0,0
1/28/2020,Netherlands,0,0
1/29/2020,Netherlands,0,0
1/30/2020,Netherlands,0,0
1/31/2020,Netherlands,0,0
2/1/2020,Netherlands,0,0
2/2/2020,Netherlands,0,0
2/3/2020,Netherlands,0,0
2/4/2020,Netherlands,0,0
2/5/2020,Netherlands,0,0
2/6/2020,Netherlands,0,0
2/7/2020,Netherlands,0,0
2/8/2020,Netherlands,0,0
2/9/2020,Netherlands,0,0
2/10/2020,Netherlands,0,0
2/11/2020,Netherlands,0,0
2/12/2020,Netherlands,0,0
2/13/2020,Netherlands,0,0
2/14/2020,Netherlands,0,0
2/15/2020,Netherlands,0,0
2/16/2020,Netherlands,0,0
2/17/2020,Netherlands,0,0
2/18/2020,Netherlands,0,0
2/19/2020,Netherlands,0,0
2/20/2020,Netherlands,0,0
2/21/2020,Netherlands,0,0
2/22/2020,Netherlands,0,0
2/23/2020,Netherlands,0,0
2/24/2020,Netherlands,0,0
2/25/2020,Netherlands,0,0
2/26/2020,Netherlands,0,0
2/27/2020,Netherlands,0,0
2/28/2020,Netherlands,1,0
2/29/2020,Netherlands,1,0
3/1/2020,Netherlands,5,0
3/2/2020,Netherlands,6,0
3/3/2020,Netherlands,5,0
3/4/2020,Netherlands,10,0
3/5/2020,Netherlands,10,0
3/6/2020,Netherlands,44,0
3/7/2020,Netherlands,46,1
3/8/2020,Netherlands,60,0
3/9/2020,Netherlands,77,2
3/10/2020,Netherlands,56,0
3/11/2020,Netherlands,61,1
3/12/2020,Netherlands,121,1
3/13/2020,Netherlands,111,0
3/14/2020,Netherlands,190,0
3/15/2020,Netherlands,155,7
3/16/2020,Netherlands,176,8
3/17/2020,Netherlands,278,4
3/18/2020,Netherlands,292,19
3/19/2020,Netherlands,346,15
3/20/2020,Netherlands,409,18
3/21/2020,Netherlands,534,30
3/22/2020,Netherlands,637,30
3/23/2020,Netherlands,573,43
3/24/2020,Netherlands,545,34
3/25/2020,Netherlands,811,63
3/26/2020,Netherlands,852,80
3/27/2020,Netherlands,1019,78
3/28/2020,Netherlands,1172,112
3/29/2020,Netherlands,1159,93
3/30/2020,Netherlands,1104,132
3/31/2020,Netherlands,884,93
4/1/2020,Netherlands,845,175
4/2/2020,Netherlands,1019,134
4/3/2020,Netherlands,1083,166
4/4/2020,Netherlands,1026,148
4/5/2020,Netherlands,904,164
4/6/2020,Netherlands,1224,115
4/7/2020,Netherlands,952,101
4/8/2020,Netherlands,777,234
4/9/2020,Netherlands,969,147
4/10/2020,Netherlands,1213,148
4/11/2020,Netherlands,1335,115
4/12/2020,Netherlands,1316,132
4/13/2020,Netherlands,1174,94
4/14/2020,Netherlands,964,86
4/15/2020,Netherlands,868,122
4/16/2020,Netherlands,734,189
4/17/2020,Netherlands,1061,181
4/18/2020,Netherlands,1235,144
4/19/2020,Netherlands,1140,142
4/20/2020,Netherlands,1066,83
12/31/2019,Russia,0,0
1/1/2020,Russia,0,0
1/2/2020,Russia,0,0
1/3/2020,Russia,0,0
1/4/2020,Russia,0,0
1/5/2020,Russia,0,0
1/6/2020,Russia,0,0
1/7/2020,Russia,0,0
1/8/2020,Russia,0,0
1/9/2020,Russia,0,0
1/10/2020,Russia,0,0
1/11/2020,Russia,0,0
1/12/2020,Russia,0,0
1/13/2020,Russia,0,0
1/14/2020,Russia,0,0
1/15/2020,Russia,0,0
1/16/2020,Russia,0,0
1/17/2020,Russia,0,0
1/18/2020,Russia,0,0
1/19/2020,Russia,0,0
1/20/2020,Russia,0,0
1/21/2020,Russia,0,0
1/22/2020,Russia,0,0
1/23/2020,Russia,0,0
1/24/2020,Russia,0,0
1/25/2020,Russia,0,0
1/26/2020,Russia,0,0
1/27/2020,Russia,0,0
1/28/2020,Russia,0,0
1/29/2020,Russia,0,0
1/30/2020,Russia,0,0
1/31/2020,Russia,0,0
2/1/2020,Russia,2,0
2/2/2020,Russia,0,0
2/3/2020,Russia,0,0
2/4/2020,Russia,0,0
2/5/2020,Russia,0,0
2/6/2020,Russia,0,0
2/7/2020,Russia,0,0
2/8/2020,Russia,0,0
2/9/2020,Russia,0,0
2/10/2020,Russia,0,0
2/11/2020,Russia,0,0
2/12/2020,Russia,0,0
2/13/2020,Russia,0,0
2/14/2020,Russia,0,0
2/15/2020,Russia,0,0
2/16/2020,Russia,0,0
2/17/2020,Russia,0,0
2/18/2020,Russia,0,0
2/19/2020,Russia,0,0
2/20/2020,Russia,0,0
2/21/2020,Russia,0,0
2/22/2020,Russia,0,0
2/23/2020,Russia,0,0
2/24/2020,Russia,0,0
2/25/2020,Russia,0,0
2/26/2020,Russia,0,0
2/27/2020,Russia,0,0
2/28/2020,Russia,0,0
2/29/2020,Russia,0,0
3/1/2020,Russia,0,0
3/2/2020,Russia,0,0
3/3/2020,Russia,1,0
3/4/2020,Russia,1,0
3/5/2020,Russia,0,0
3/6/2020,Russia,0,0
3/7/2020,Russia,6,0
3/8/2020,Russia,0,0
3/9/2020,Russia,0,0
3/10/2020,Russia,0,0
3/11/2020,Russia,0,0
3/12/2020,Russia,15,0
3/13/2020,Russia,5,0
3/14/2020,Russia,15,0
3/15/2020,Russia,14,0
3/16/2020,Russia,4,0
3/17/2020,Russia,30,0
3/18/2020,Russia,21,0
3/19/2020,Russia,33,0
3/20/2020,Russia,52,0
3/21/2020,Russia,54,0
3/22/2020,Russia,53,0
3/23/2020,Russia,132,0
3/24/2020,Russia,0,0
3/25/2020,Russia,57,0
3/26/2020,Russia,163,0
3/27/2020,Russia,182,2
3/28/2020,Russia,196,2
3/29/2020,Russia,228,1
3/30/2020,Russia,270,3
3/31/2020,Russia,302,2
4/1/2020,Russia,501,7
4/2/2020,Russia,440,7
4/3/2020,Russia,771,6
4/4/2020,Russia,601,4
4/5/2020,Russia,582,9
4/6/2020,Russia,658,2
4/7/2020,Russia,954,2
4/8/2020,Russia,1154,11
4/9/2020,Russia,1175,5
4/10/2020,Russia,1459,13
4/11/2020,Russia,1786,18
4/12/2020,Russia,1667,12
4/13/2020,Russia,2186,24
4/14/2020,Russia,2558,18
4/15/2020,Russia,2774,22
4/16/2020,Russia,3388,28
4/17/2020,Russia,3448,34
4/18/2020,Russia,4070,41
4/19/2020,Russia,4785,40
4/20/2020,Russia,6060,48
12/31/2019,Singapore,0,0
1/1/2020,Singapore,0,0
1/2/2020,Singapore,0,0
1/3/2020,Singapore,0,0
1/4/2020,Singapore,0,0
1/5/2020,Singapore,0,0
1/6/2020,Singapore,0,0
1/7/2020,Singapore,0,0
1/8/2020,Singapore,0,0
1/9/2020,Singapore,0,0
1/10/2020,Singapore,0,0
1/11/2020,Singapore,0,0
1/12/2020,Singapore,0,0
1/13/2020,Singapore,0,0
1/14/2020,Singapore,0,0
1/15/2020,Singapore,0,0
1/16/2020,Singapore,0,0
1/17/2020,Singapore,0,0
1/18/2020,Singapore,0,0
1/19/2020,Singapore,0,0
1/20/2020,Singapore,0,0
1/21/2020,Singapore,0,0
1/22/2020,Singapore,0,0
1/23/2020,Singapore,0,0
1/24/2020,Singapore,3,0
1/25/2020,Singapore,0,0
1/26/2020,Singapore,1,0
1/27/2020,Singapore,0,0
1/28/2020,Singapore,1,0
